date,presenter,pmid,title,journal,authors,doi,abstract,notes,pdf
2025-10-20,,41114965,A Review on Osteoporosis.,JAMA,"Zhang, Bo; Zhang, Haijun",10.1001/jama.2025.15546,,,
2025-10-20,,41111462,Otolaryngologist's role in European CRSwNP care: clinical needs versus economic considerations.,Rhinology,"Petrone, P",10.4193/Rhin25.483,"In recent years, the role of the medical specialist has undergone a substantial evolution, increasingly intersecting with the fields of healthcare management and economics. Many clinicians are now gaining skills in areas such as cost-effectiveness analysis, health policy, and service organization. While such competencies can enhance awareness of the broader healthcare context, it is critical to reaffirm that the primary duty of a specialist - particularly in the field of otorhinolaryngology - is...",,
2025-10-18,,41110385,Intraoperative symptom-guided plug size selection in sitting position Kobayashi plug surgery for patulous eustachian tube.,"Auris, nasus, larynx","Oshima, Takeshi; Yoshida, Marin; Shindo, Hideshi; Oshima, Hidetoshi; Hirai, Ryoji",10.1016/j.anl.2025.09.007,"OBJECTIVE: To evaluate the efficacy and safety of Kobayashi Plug Surgery (KPS) for patulous Eustachian tube (PET) performed under local anesthesia in the sitting position, using intraoperative subjective symptoms to guide plug size selection, and to investigate its effect on revision surgery rates. METHODS: This retrospective study included 61 patients (73 ears) with refractory PET who underwent KPS between December 2023 and June 2025. All procedures were performed under local anesthesia with pa...",,
2025-10-18,,41110384,Impact of hearing impairment in unilateral hearing loss: A multicenter study of standardized sound localization tests in Japan.,"Auris, nasus, larynx","Ishino, Takashi; Yoshida, Tadao; Iwasaki, Satoshi; Oishi, Naoki; Matsuda, Yusuke et al.",10.1016/j.anl.2025.09.010,"OBJECTIVE: This study had two primary objectives: first, to standardize a sound localization test across multiple facilities in Japan, and second, to use this standardized test to analyze sound localization ability in patients with unilateral hearing loss (UHL) and identify related clinical and demographic factors. METHODS: Sound localization tests were conducted at 11 facilities, enrolling 59 UHL subjects and 77 normal-hearing controls (Ctrl). The first part of the study focused on standardizin...",,
2025-10-17,,41109787,ASSR and ABR tests in early diagnosis of hearing loss: A STROBE observational study.,"European annals of otorhinolaryngology, head and neck diseases","de Bressieux, E; Rouillon, I; Simon, F; Parodi, M; Bondi, T et al.",10.1016/j.anorl.2025.09.006,"AIM: The ABR (auditory brainstem response) and ASSR (auditory steady-state response) electrophysiological tests are fundamental for accurate early diagnosis of hearing loss in young children, and are included in objective hearing assessment, particularly in neonatal post-screening. The main aim of the present study was to compare hearing thresholds obtained by ASSR, ABR and behavioral audiometry at different frequencies. The secondary aims were to compare these in the severe to profound hearing ...",,
2025-10-17,,41108908,New method; continuous water perfusion method during endoscopic resection for the superficial pharyngeal squamous cell carcinoma.,"Auris, nasus, larynx","Nakamura, Naohiro; Sakagami, Tomofumi; Suzuki, Kensuke; Fujisawa, Takuo; Shijimaya, Takuya et al.",10.1016/j.anl.2025.10.002,"Recent development in endoscopic imaging has led to the detection of superficial laryngopharyngeal carcinomas and the effectiveness of endoscopic resection for superficial pharyngeal squamous cell carcinoma have been reported. However, the en bloc and complete resection rates were not sufficient. To identify the precise incision and dissection lines, ensuring a clear operating view is important. Although underwater condition during dissection is useful, saliva, bleeding, and produced floating ma...",,
2025-10-17,,41108907,Establishing a comprehensive national auditory implant registry in Japan: Trends and demographics from the first two years (2023-2024).,"Auris, nasus, larynx","Akazawa, Ayu; Fujita, Takeshi; Uraguchi, Kensuke; Kitayama, Megumi; Ito, Taku et al.",10.1016/j.anl.2025.09.009,"OBJECTIVE: To describe the establishment and initial findings of Japan's first comprehensive nationwide registry covering cochlear implants (CIs), active middle ear implants (AMEIs), and bone conduction implants (BCIs), launched in 2023. The registry aims to improve national data collection, support evidence-based policymaking, and track trends in surgical practice and patient demographics. METHODS: A web-based electronic data capture (EDC) system was implemented to replace the previous paper-ba...",,
2025-10-17,,41107205,Nebulized Lidocaine Through a Channeled Endoscope for Office Laryngology Procedures.,The Laryngoscope,"Erwin, Dylan Z; Kennedy, Abigail N; Liu, Matthew Y; Dominguez, Laura M; Simpson, C Blake et al.",10.1002/lary.70209,"OBJECTIVE: This study sought to compare topical lidocaine delivered through a channeled endoscope versus traditional anesthetic methods for office laryngology procedures. METHODS: A single-institution prospective, crossover study of adult patients undergoing office laryngology procedures from February 2023 to February 2024 was conducted. Patient-reported outcomes for procedural tolerance and anesthetic preference were compared between the investigational method of channel-nebulized lidocaine ver...",,
2025-10-17,,41105577,Peroxiredoxin 2 Alleviates Oxidative Stress-Induced Epithelial Remodeling in Chronic Rhinosinusitis with Nasal Polyps.,American journal of rhinology & allergy,"Gao, Ru; Chen, Yu; Liu, Honghui; Ye, Maoyu; Chu, Ling et al.",10.1177/19458924251386929,ObjectiveChronic rhinosinusitis with nasal polyp (CRSwNP) is a chronic inflammatory disease characterized by epithelial remodeling. This study aimed to investigate the role of peroxiredoxin 2 (PRDX2) in CRSwNP and its potential mechanisms.MethodsProteomics analysis was conducted on nasal tissues from CRSwNP patients and healthy controls. Top-rank differentially expressed proteins were validated by immunofluorescence (IF) staining and reverse transcription quantitative-polymerase chain reaction (...,,
2025-10-17,,41105422,Cardiovascular Conditions Lead Global Disease Burden Over the Past 30 Years.,JAMA,"Pant, Shravya",10.1001/jama.2025.17515,,,
2025-10-17,,41105421,Ultraprocessed Food Addiction May Be Common in Middle Age.,JAMA,"Pant, Shravya",10.1001/jama.2025.17516,,,
2025-10-17,,41105420,"State Laws Aim to Bring Internationally Trained Physicians to Underserved Areas, but Barriers Abound.",JAMA,"Rubin, Rita",10.1001/jama.2025.17663,,,
2025-10-17,,41105419,AI Scribe May Ease Administrative Burdens for Clinicians.,JAMA,"Anderer, Samantha",10.1001/jama.2025.17518,,,
2025-10-17,,41105413,Physician Involvement During In-Flight Medical Events Linked to Aircraft Diversion.,JAMA,"Pant, Shravya",10.1001/jama.2025.17514,,,
2025-10-17,,41105404,"School Cell Phone Bans Vary Across Grade Levels, Poverty Areas.",JAMA,"Pant, Shravya",10.1001/jama.2025.17517,,,
2025-10-17,,41105403,"As Pickleball Continues to Gain Players, Injuries Are Increasing.",JAMA,"Rodgers, Linda",10.1001/jama.2025.18833,,,
2025-10-17,,41105402,"CDC Releases 2024-2025 Flu Report, With Suggestions for Upcoming Season.",JAMA,"Anderer, Samantha",10.1001/jama.2025.17513,,,
2025-10-17,,41104810,Bilateral Sudden on Chronic Hearing Loss as an Auditory Manifestation of Mitochondrial DNA Mutations.,The Laryngoscope,"Liu, Chin-Nung; Yan, Hong-Yu; Liao, Steven Chun-Kang; Tsai, Cheng-Yu; Tseng, Li-Huei et al.",10.1002/lary.70208,We presented a series of patients with a mitochondrial DNA mutation who presented to our clinic with sudden bilateral sudden on chronic sensorineural hearing loss; these patients responded well to cochlear implantation. In cases of sudden sensorineural hearing loss-particularly when clinical features raise suspicion for an underlying mitochondrial disorder-genetic testing may offer valuable diagnostic insight and assist in guiding appropriate management strategies.,,
2025-10-17,,41104796,How I Do It: Middle Fossa Approach of Facial Nerve Decompression.,The Laryngoscope,"Gargula, Stéphane; Haddad, Ralph; Ebode, Dario; Tuset, Maria-Pia; Michel, Justin et al.",10.1002/lary.70210,"We present a reproducible, stepwise middle fossa approach for facial nerve decompression focused on the labyrinthine segment, geniculate ganglion, and meatal foramen, with consistent anatomical landmarks to preserve hearing. The article and video detail patient setup, safe corridor creation, and retrograde drilling with practical tips to avoid cochlear or semicircular canal injury, aiming to lower the learning curve for facial nerve decompression.",,
2025-10-16,,41100125,Error in Table.,JAMA,,10.1001/jama.2025.19431,,,
2025-10-16,,41100124,Midline Tongue Defect in a Pediatric Patient.,JAMA otolaryngology-- head & neck surgery,"Babin, Katherine C; Zettler, Kaylee; Carron, Jeffrey",10.1001/jamaoto.2025.3479,,,
2025-10-16,,41100121,Reimbursement for Thyroid Surgery and Potential Solutions.,JAMA otolaryngology-- head & neck surgery,"Brauer, Philip R; Octeau, David; Wajsberg, Benjamin; Lamarre, Eric D; Ku, Jamie A et al.",10.1001/jamaoto.2025.3696,"IMPORTANCE: In 2024, the US Senate Committee on Finance released a white paper outlining future reforms to the Medicare payment models. OBJECTIVE: To characterize trends in Medicare reimbursement for thyroid surgery and to provide evidence for future discussions on payment reforms. DESIGN AND SETTING: This retrospective economic evaluation used data on reimbursement for thyroid surgeries from the Centers for Medicare & Medicaid Services' Physician Fee Schedule from 2000 to 2023. Data were analyz...",,
2025-10-16,,41100117,Sex-Based Differences in Pediatric Mental Health Hospitalizations at US Hospitals.,JAMA,"Balshi, Alexandra; Lee, Samantha",10.1001/jama.2025.14967,,,
2025-10-16,,41100116,Friends.,JAMA,"Snyder, Rebecca A",10.1001/jama.2025.18663,,,
2025-10-16,,41100109,Contralateral Tonsil in p16-Positive Tonsil Squamous Cell Carcinoma.,JAMA otolaryngology-- head & neck surgery,"Barrette, Louis-Xavier; Gentile, Michelle; Rajasekaran, Karthik",10.1001/jamaoto.2025.2410,,,
2025-10-16,,41100108,Pathogenic Germline Variants in Cancer Susceptibility Genes.,JAMA,"Idumah, Gideon; Newell, Daphne; Hadrys, Madeleine; Ribaudo, Isabella; Ni, Ying et al.",10.1001/jama.2025.16372,,,
2025-10-16,,41100107,Sex-Based Differences in Pediatric Mental Health Hospitalizations at US Hospitals-Reply.,JAMA,"Leyenaar, JoAnna K; Freyleue, Seneca",10.1001/jama.2025.14970,,,
2025-10-16,,41100100,Diagnosis of Ossification of the Chorda Tympani Nerve by Photon-Counting CT.,JAMA otolaryngology-- head & neck surgery,"Tuset, Maria-Pia; Garcia, Gabriel; Daval, Mary; Savatovsky, Julien; Ayache, Denis et al.",10.1001/jamaoto.2025.3570,,,
2025-10-16,,41100099,Painful Hand Swelling With Finger Contractures.,JAMA,"Chatterjee, Soumya",10.1001/jama.2025.17566,,,
2025-10-16,,41100095,Views in the Study of Cancer.,JAMA,,10.1001/jama.2024.18984,,,
2025-10-16,,41100094,Reflux Medication and Supraglottoplasty in Infant Laryngomalacia.,JAMA otolaryngology-- head & neck surgery,"Nafiu, Toluwaniose",10.1001/jamaoto.2025.3560,,,
2025-10-16,,41100093,Reflux Medication and Supraglottoplasty in Infant Laryngomalacia-Reply.,JAMA otolaryngology-- head & neck surgery,"Zalzal, Habib G; Zalzal, George H",10.1001/jamaoto.2025.3557,,,
2025-10-16,,41100079,Syphilis: A Review.,JAMA,"Chevalier, Franco J; Bacon, Oliver; Johnson, Kelly A; Cohen, Stephanie E",10.1001/jama.2025.17362,"IMPORTANCE: Syphilis is an infectious disease caused by Treponema pallidum, a gram-negative, spirochete bacterium. Worldwide, an estimated 8 million adults aged 18 to 49 years acquired syphilis in 2022. From 2019 to 2023, US syphilis cases increased by 61% overall, with diagnoses among females increasing by 112% and congenital syphilis cases increasing by 106%. OBSERVATIONS: Syphilis is transmitted via contact with infectious lesions during vaginal, anal, or oral sex or via the placenta during p...",,
2025-10-16,,41099405,Early Surgery Reduces Psychiatric and Learning Disorder Risk in Pediatric Sleep-Disordered Breathing.,The Laryngoscope,"Campbell, Daniel J; Palmer, W Jack; Estephan, Leonard E; Samarah, Hani; Sina, Elliott et al.",10.1002/lary.70205,"OBJECTIVE: To determine whether the type and timing of intervention for pediatric sleep-disordered breathing (SDB) affect the risk of developing neuropsychiatric and learning disorders. METHODS: A retrospective cohort study using TriNetX, from January 2016 to March 2025, was conducted. Patients < 18 years with a diagnosis of SDB were included. Propensity score matching (1:1) based on demographics and concomitant diagnoses was performed for three comparisons: untreated versus surgical management ...",,
2025-10-16,,41099387,The Application of Radiomics in Laryngeal Cancer Management: A Scoping Review of the Literature.,The Laryngoscope,"Papadopoulou, Anna-Maria; Matsopoulos, George K; Kouloulias, Vassilis; Kyrodimos, Efthymios; Papouliakos, Sotirios et al.",10.1002/lary.70197,"OBJECTIVE: Laryngeal cancer is a significant head and neck malignancy, whose prevalence is increasing. Radiomics consists of high-dimensional and reproducible quantitative data which can serve as biomarkers with strong correlations to tumor staging, prognosis, and survival outcomes. The aim of this scoping review is to summarize the knowledge from the existing literature regarding the value of radiomics in laryngeal cancer management. DATA SOURCES: Eligible articles were identified by a search o...",,
2025-10-15,,41091890,The Role of Race and Ethnicity in Chronic Rhinosinusitis With Nasal Polyps: A Scoping Review.,American journal of rhinology & allergy,"Wu, Arthur W; Thapa, Mishek; Alghezi, Mahdi; Oh, Eugene; Perez, Hector A et al.",10.1177/19458924251384391,"BackgroundRace or ethnicity may influence chronic rhinosinusitis (CRS) endotype. Asian patients with CRS with nasal polyps (CRSwNP) may have increased Th1/Th17/mixed endotypes. However, there is a paucity of research concerning the endotype of non-Caucasian and non-Asian patients.ObjectiveThis review seeks to summarize literature as it pertains to associations between race or ethnicity and endotype with the goal highlighting knowledge gaps to guide future inquiry.MethodsSystematic scoping review...",,
2025-10-15,,41091540,Age-Group Subanalyses in TriNetX: A Critique and Re-Analysis.,International forum of allergy & rhinology,"Lan, Ming-Chin; Wang, Joshua",10.1002/alr.70057,,,
2025-10-15,,41091528,Machine Learning-Enhanced Clinical Decision Support for Diagnosing Sinusitis With Nasal Endoscopy.,International forum of allergy & rhinology,"Gyawali, Dipesh; Mundy, Thomas; Hosseini, Majid; Bodaghi, Morteza; Fujiwara, Akio et al.",10.1002/alr.70045,"BACKGROUND: Sinusitis is a prevalent disease for which nasal endoscopy (NE) is an optimal diagnostic modality. However, NE accuracy is limited by inter-operator variability in landmark identification and localization of mucus that is necessary for sinusitis diagnosis. We sought to develop a novel multi-class machine learning (ML) framework that detects anatomical landmarks and structures for sinusitis assessment as supported by clinical best practices. METHODS: A total of 3513 NE images from 452...",,
2025-10-15,,41091526,Cadherin-26 Facilitates Transepithelial Migration of Eosinophils in Eosinophilic Chronic Rhinosinusitis.,International forum of allergy & rhinology,"Jo, Yeong-In; Moon, Jee Won; Park, Joo-Hoo; Yang, Hwa Eun; Cho, Subin et al.",10.1002/alr.70044,"BACKGROUND: Eosinophilic chronic rhinosinusitis with nasal polyps (eCRSwNP) is characterized by persistent sinonasal inflammation and marked eosinophilic infiltration. Although the relationship between eosinophils and NP formation has been extensively studied, the mechanisms governing eosinophil transepithelial migration into the nasal mucosa remain poorly understood. Cadherin-26 (CDH26), an epithelial adhesion molecule that binds to integrins α4 (ITGA4) and αE, has been implicated in eosinophil...",,
2025-10-15,,41091522,"Response to Dr. Hyun Jin Min's Letter Regarding ""Electrical Stimulation of Trigeminal Nerve at the Anterior Nasal Septum in Healthy Individuals and Patients With Olfactory Dysfunction"".",International forum of allergy & rhinology,"Garefis, Konstantinos; Weise, Susanne; Hanslik, Pauline; Mignot, Coralie; Stanley, Halina B et al.",10.1002/alr.70055,,,
2025-10-15,,41091514,Family and Social Histories as Poetry.,JAMA,"Campo, Rafael",10.1001/jama.2025.14724,,,
2025-10-15,,41091512,Addictive Screen Use and Youth Mental Health.,JAMA,"Ahmed, Muaz; Shafi, Syeda Ramsha; Hakeem, Nauman",10.1001/jama.2025.14440,,,
2025-10-15,,41091502,The Return to Genetic Testing in Women's Sport-Repeating History Without Evidence.,JAMA,"Tran, Tam; Marzouk, Sammer; Le, Minh Huu Nhat; Huy, Nguyen Tien",10.1001/jama.2025.18639,,,
2025-10-15,,41091498,What We Couldn't Name.,JAMA,"Singh, Prabhjot",10.1001/jama.2025.14721,,,
2025-10-15,,41091491,Microplastics and Human Health.,JAMA,"Mahalingiah, Shruthi; Nadeau, Kari C; Christiani, David C",10.1001/jama.2025.14718,,,
2025-10-15,,41091484,Addictive Screen Use and Youth Mental Health.,JAMA,"Christakis, Dimitri A; Hale, Lauren",10.1001/jama.2025.14437,,,
2025-10-15,,41091482,Addictive Screen Use and Youth Mental Health-Reply.,JAMA,"Xiao, Yunyu; Keyes, Katherine M; Mann, J John",10.1001/jama.2025.14443,,,
2025-10-15,,41090702,Variability in Insurance Coverage for Adult Voice Therapy in The United States of America.,The Laryngoscope,"Xiao, Kevin B; Goldenberg, Carlye B; Gates, Carson K; Gilbert, Mark R",10.1002/lary.70181,"OBJECTIVES: Voice therapy is often the first-line treatment and an adjunct to medical or surgical management of dysphonia. However, a minority of patients with dysphonia utilize voice therapy. Insurance coverage can affect patients' decisions and ability to pursue voice therapy. The objective of this study was to investigate variability in insurance coverage of voice therapy for treatment of dysphonia in the United States of America. METHODS: A cross-sectional study was performed to review insur...",,
2025-10-14,,41088730,In Reference to Chronic Rhinosinusitis With Nasal Polyps: The Effectiveness of Dupilumab in Mixed Endotypes.,The Laryngoscope,"Gelardi, Matteo",10.1002/lary.70161,,,
2025-10-13,,41087248,Impact of drug-induced sleep endoscopy on sustainability: A STROBE-analysis.,"European annals of otorhinolaryngology, head and neck diseases","Carsuzaa, F; Ayraud-Thevenot, S; Dufour, X; Guihenneuc, J; Favier, V",10.1016/j.anorl.2025.10.001,"INTRODUCTION: Drug-induced sleep endoscopy (DISE) is widely used for assessment of obstructive sleep apnea, using either disposable or reusable fiberendoscopes. The present study compared the environmental, economic and social impact of DISE between disposable and reusable fiberendoscopy. METHODS: Ten DISE procedures were analyzed. The carbon footprint, expressed in kgCO RESULTS: The baseline carbon footprint of a DISE procedure (excluding the endoscope) was 23.95kgCO CONCLUSION: Reusable fibere...",,
2025-10-13,,41087247,Olfactory cleft adhesion in post-COVID-19 olfactory dysfunction.,"European annals of otorhinolaryngology, head and neck diseases","Tanaka, H; Kubota, E; Otori, N; Mori, E",10.1016/j.anorl.2025.09.004,"Post-COVID-19 olfactory dysfunction (PCOD) typically resolves within weeks to months; however, persistent cases exist in approximately 10% of patients beyond a year. This study investigated the role of olfactory cleft adhesions in prolonged PCOD and evaluated surgical intervention as a treatment option. Four cases of PCOD unresponsive to medical therapy underwent endoscopic sinus surgery (ESS) to address bilateral olfactory cleft obstruction identified on computed tomography (CT) scan. Adhesions...",,
2025-10-14,,41085578,"Audio Highlights: September 19, 2025.",JAMA,,10.1001/jama.2024.18955,,,
2025-10-14,,41085095,Impact of Bariatric Surgery on Hypoglossal Nerve Stimulation Outcomes.,The Laryngoscope,"Kaki, Praneet C; Wesson, Troy; Choi, Alison; Shah, Sophia; Kaffenberger, Thomas et al.",10.1002/lary.70193,"OBJECTIVE: The effectiveness of hypoglossal nerve stimulation (HGNS) for residual obstructive sleep apnea (OSA) in patients with prior bariatric surgery (BS) has not been previously reported. We evaluate and compare HGNS outcomes in this unique population. METHODS: We conducted a multi-institutional retrospective review between 2014 and 2023. Patients with prior BS were compared to those without (nBS). A 1:2 propensity score matching (PSM) was performed using age, gender, race, and baseline BMI....",,
2025-10-13,,41082372,Intra-Arterial Thrombolysis After Thrombectomy-Does the Story Have an Epilogue?,JAMA,"Seitz, Alison; Leslie-Mazwi, Thabele M",10.1001/jama.2025.19441,,,
2025-10-13,,41082366,"AI, Health, and Health Care Today and Tomorrow: The JAMA Summit Report on Artificial Intelligence.",JAMA,"Angus, Derek C; Khera, Rohan; Lieu, Tracy; Liu, Vincent; Ahmad, Faraz S et al.",10.1001/jama.2025.18490,"IMPORTANCE: Artificial intelligence (AI) is changing health and health care on an unprecedented scale. Though the potential benefits are massive, so are the risks. The JAMA Summit on AI discussed how health and health care AI should be developed, evaluated, regulated, disseminated, and monitored. OBSERVATIONS: Health and health care AI is wide-ranging, including clinical tools (eg, sepsis alerts or diabetic retinopathy screening software), technologies used by individuals with health concerns (e...",,
2025-10-13,,41082218,Adult Adrenal Insufficiency.,JAMA,"Sankar, Adhithya; Syed, Akheel A; Heald, Adrian",10.1001/jama.2025.14160,,,
2025-10-13,,41082212,Social Media Use Trajectories and Cognitive Performance in Adolescents.,JAMA,"Nagata, Jason M; Wong, Jennifer H; Kim, Kristen E; Richardson, Racquel A; Nayak, Sahana et al.",10.1001/jama.2025.16613,,,
2025-10-13,,41082196,Developmental Costs of Youth Social Media Require Policy Action.,JAMA,"Madigan, Sheri; Yeates, Keith Owen; Fearon, Pasco",10.1001/jama.2025.18668,,,
2025-10-13,,41082194,Adult Adrenal Insufficiency-Reply.,JAMA,"Vaidya, Anand; Findling, James; Bancos, Irina",10.1001/jama.2025.14163,,,
2025-10-13,,41082187,Adult Adrenal Insufficiency.,JAMA,"Giardina, Daniella; Hoffman, Robert S",10.1001/jama.2025.14157,,,
2025-10-13,,41081473,The role of nasal cytology in the evaluation of candidates for olfactory implantation.,Rhinology,"Gelardi, M",10.4193/Rhin25.459,I read with great interest the recent consensus document on olfactory implants (1). This excellent and comprehensive work represents a significant milestone in the translational pathway towards sensory neuroprostheses for patients with persistent olfactory dysfunction (OD).,,
2025-10-13,,41081468,endoscoRegional disparities in cost-effectiveness of biologics for CRSwNP warrant tailored treatment strategies.,Rhinology,"Xian, M; Wang, C; Zhang, L",10.4193/Rhin25.291,"We read with great interest the recent study by Fieux et al. (1), which developed an evaluation model based on clinical practices, public health insurance, and private insurance systems in France. Through rigorous cost-effectiveness analysis, the authors concluded that initiating biologic therapy in patients with chronic rhinosinusitis with nasal polyps (CRSwNP) without previous endoscopic sinus surgery (ESS) imposes excessive economic burdens. This finding aligns with the current guideline rega...",,
2025-10-13,,41081462,EBV genome-guided transcriptomic re-annotation reveals molecular subtypes of nasopharyngeal carcinoma informing prognosis and treatment.,Rhinology,"Ding, Q; Pan, Y; Lin, W; Yang, H; Chen, X et al.",10.4193/Rhin25.274,"BACKGROUND: Non-keratinizing nasopharyngeal carcinoma (NPC) is closely related to Epstein-Barr virus (EBV) infection. Patients with NPC often exhibit diverse treatment responses due to tumor heterogeneity. Thus, identifying molecular subgroups based on EBV involvement holds promise for refining personalized treatment strategies and improving treatment outcomes in NPC patients. METHODS: 193 treatment-naïve NPC specimens with comprehensive clinical and pathological data were procured from Fujian C...",,
2025-10-13,,41081455,Three-dimensional anatomy of the junction between the posterior ethmoidal region and the sphenoid sinus.,Rhinology,"Eördögh, M; Menabbawy, A A; Bárány, L; Kirsch, M; Reisch, R et al.",10.4193/Rhin24.565,"BACKGROUND: The anatomy of the sphenoethmoidal recess is of clinical importance, however, the literature focuses on the superior turbinate and the sphenoid ostium. We analyzed the entire junction of the posterior ethmoidal region and the sphenoid sinus (SEJ) to define possible regularities. METHODS: We analyzed the junction between the posterior ethmoidal region and the sphenoid sinus on CT scans of 100 paranasal sinuses from 50 individuals using the 3D Slicer software. RESULTS: The SEJ had two ...",,
2025-10-12,,41076589,Perioperative Outcomes-The Limits of Blood Pressure-Centered Strategies.,JAMA,"Legrand, Matthieu; Lamontagne, François; Pirracchio, Romain",10.1001/jama.2025.18572,,,
2025-10-12,,41076588,Individualized Perioperative Blood Pressure Management in Patients Undergoing Major Abdominal Surgery: The IMPROVE-multi Randomized Clinical Trial.,JAMA,"Saugel, Bernd; Meidert, Agnes S; Brunkhorst, Frank M; Bischoff, Robert; Esser, Joseph et al.",10.1001/jama.2025.17235,"IMPORTANCE: Intraoperative hypotension is associated with organ injury. However, it remains unknown if targeted blood pressure management during surgery can improve clinical outcomes. OBJECTIVE: To evaluate whether individualized vs routine perioperative blood pressure management during major abdominal surgery improves clinical outcomes in patients considered at high risk of postoperative complications. DESIGN, SETTING, AND PARTICIPANTS: This randomized single-blind clinical trial enrolled patie...",,
2025-10-12,,41076587,Proactive vs Reactive Treatment of Hypotension During Surgery: The PRETREAT Randomized Clinical Trial.,JAMA,"Kant, Matthijs; van Klei, Wilton A; Hollmann, Markus W; de Klerk, Eline S; Otterspoor, Luuk C et al.",10.1001/jama.2025.18007,"IMPORTANCE: Intraoperative hypotension is associated with adverse postoperative outcomes, but whether a proactive strategy to prevent intraoperative hypotension improves outcomes is uncertain. OBJECTIVE: To determine whether intraoperative blood pressure management stratified by risk of hypotension reduces postoperative functional disability compared with usual care in adults undergoing noncardiac surgery. DESIGN, SETTING, AND PARTICIPANTS: In this randomized clinical trial, adults undergoing el...",,
2025-10-10,,41076354,Extensive upper aerodigestive tract involvement in metamizole-induced Stevens-Johnson syndrome/toxic epidermal necrolysis.,"European annals of otorhinolaryngology, head and neck diseases","Asimakopoulos, A D; Bouayed, S",10.1016/j.anorl.2025.09.007,,,
2025-10-10,,41076353,Oncologic and functional perspectives in cT2N0M0 glottic SCC: A critical appraisal of SCPL-CHEP versus CO,"European annals of otorhinolaryngology, head and neck diseases","Aphale, P; Dokania, S; Shekhar, H",10.1016/j.anorl.2025.09.005,,,
2025-10-11,,41075281,Budesonide Nasal Irrigation: An Effective Alternative Treatment for Allergic Rhinitis.,International forum of allergy & rhinology,"Kasemsuk, Navarat; Kanjanawasee, Dichapong; Ngaotepprutaram, Premyot; Suwanwech, Triphoom; Thongngam, Torpong et al.",10.1002/alr.70047,,,
2025-10-11,,41074706,Optimizing Microtia Results in Alloplastic Ear Reconstruction.,The Laryngoscope,"Kulich, Marta; Osterbauer, Beth A; Arom, Gabriel; Kochhar, Amit; Gomez, Gabriel",10.1002/lary.70174,"OBJECTIVE: To analyze which patient and surgeon factors impacted aesthetic outcomes in alloplastic microtia reconstruction. METHODS: Retrospective cohort study was conducted of a single microtia team at an academic tertiary care children's hospital. Consecutive patients who underwent porous polyethylene (PPE) microtia reconstruction between October 2020 and September 2023 were retrospectively included in the study. Data including demographics, height, and weight, microtia grade, complications, a...",,
2025-10-11,,41074698,Evaluation of a De-Escalated Post-Operative Cochlear Implant Programming Protocol.,The Laryngoscope,"Asfour, Leena; Coppola, Michelle; Espinal, Samantha; Holcomb, Meredith A",10.1002/lary.70172,"OBJECTIVE: Cochlear implantation often requires frequent post-operative programming visits which can disrupt daily life, impose financial burdens, and delay access for new cochlear implant (CI) candidates. This study evaluated the feasibility of a de-escalated schedule of four programming appointments within the first year after surgery. METHODS: A retrospective review was completed for 236 patients aged 0-100 years who received CI from July 2022 to December 2023. Explants, reimplants and second...",,
2025-10-10,,41071577,Sugary Drinks May Influence Depression Through Gut Microbiome.,JAMA,"Anderer, Samantha",10.1001/jama.2025.17494,,,
2025-10-10,,41071576,"Cognitive Disabilities on the Rise, Especially in Younger Adults.",JAMA,"Pant, Shravya",10.1001/jama.2025.17490,,,
2025-10-10,,41071574,"As Measles Cases Climb in the Americas, Vaccination Urged.",JAMA,"Anderer, Samantha",10.1001/jama.2025.17493,,,
2025-10-10,,41071570,"IV Hydration Spas Are Gaining Popularity, but Are They Safe?",JAMA,"Schweitzer, Kate",10.1001/jama.2025.18832,,,
2025-10-10,,41071565,COVID-19 Linked to Lasting and Underrecognized Smell Impairment.,JAMA,"Anderer, Samantha",10.1001/jama.2025.17491,,,
2025-10-10,,41071558,Oral Microbiome Composition Linked to Pancreatic Cancer Risk.,JAMA,"Anderer, Samantha",10.1001/jama.2025.19069,,,
2025-10-10,,41071545,FDA Approves Injectable Keytruda for Nearly 20 Cancers.,JAMA,"Pant, Shravya",10.1001/jama.2025.17492,,,
2025-10-10,,41071544,Mediterranean Diet May Offer Psoriasis Benefits.,JAMA,"Pant, Shravya",10.1001/jama.2025.17495,,,
2025-10-10,,41070703,Machine Learning to Predict Extranodal Extension in Head and Neck Squamous Cell Carcinoma: A Systematic Review and Meta-Analysis.,The Laryngoscope,"Aulakh, Arshbir; Sarafan, Masih; Sekhon, Amardeep S; Tran, Khanh Linh; Amanian, Ameen et al.",10.1002/lary.70194,"OBJECTIVE: To evaluate the clinical utility of machine learning algorithms (MLAs) in diagnosing extra-nodal extension (ENE) using CT imaging in HNSCC. DATA SOURCES: A comprehensive literature search was conducted on MEDLINE (Ovid), EMBASE, Cochrane, Scopus, and Web of Science, from January 1, 2000, to February 12, 2025. REVIEW METHODS: Two independent reviewers selected studies reporting the diagnostic accuracy of MLAs in detecting ENE in patients with HNSCC. The review followed PRISMA guideline...",,
