PMID,Title,Authors,Journal,Publication_Date,Volume,Issue,Pages,DOI,Abstract
40960820,Timing of Antihypertensive Medications and Cardiovascular Outcomes.,"Feng, Suyin; Li, Hua; Sun, Runfeng",JAMA,2025-Sep-17,,,,10.1001/jama.2025.12793,
40960806,Everolimus and Low-Dose Tacrolimus After Heart Transplant in Children: A Randomized Clinical Trial.,"Almond, Christopher S; Daly, Kevin P; Albers, Erin L; Alejos, Juan C; Ameduri, Rebecca et al.",JAMA,2025-Sep-17,,,,10.1001/jama.2025.14338,"IMPORTANCE: Studies suggest that everolimus may reduce the risk of rejection, cardiac allograft vasculopathy (CAV), chronic kidney disease (CKD), and cytomegalovirus (CMV) after heart transplant. Everolimus use is controversial because of data demonstrating higher infection deaths when everolimus is introduced de novo after transplant. It is unclear whether everolimus is safe and effective when initiated at 6 months posttransplant in children, a population in which median graft survival is limit..."
40960800,A 2-Month-Old Boy With Pink Papules and Plaques.,"Wu, Po-Chien; Chiu, Cheng-Hsun; Shih, I-Hsin",JAMA,2025-Sep-17,,,,10.1001/jama.2025.11651,
40960150,Cochlear Implantation and Facial Nerve Stimulation: Clinical and Anatomic Correlations.,"Hallin, Karin; Agrawal, Sumit; Ladak, Hanif M; Rask-Andersen, Helge; Li, Hao",The Laryngoscope,2025-Sep-17,,,,10.1002/lary.70143,OBJECTIVES: One rare complication of cochlear implantation (CI) is facial nerve stimulation (FNS). The aim of the study was to analyze the location and insertion depths for electrode contacts causing FNS. The anatomical variance of the human facial nerve canal (FNC) was explored to elucidate the mechanisms underlying FNS. METHODS: Data were collected from adults that had received a CI from a single tertiary care center. Medical records from 307 patients were retrospectively reviewed. The Uppsala...
40960144,Unveiling Immune Responses in the Trachea Following Scaffold Implantation in a Mouse Model.,"Seong, Jeon; Lee, Hye Jeong; Chung, Haeyoon; Choi, Ji Suk; Park, Joo-Young et al.",The Laryngoscope,2025-Sep-17,,,,10.1002/lary.70139,"OBJECTIVES: Tracheal stenosis with long lesions poses a challenge for surgical treatment, requiring a bioengineering approach. However, synthetic tracheal scaffolds often fail due to the host immune response against the implant. Nonetheless, the key immune cells in the tracheal environment and their interactions against scaffolds remain poorly understood. In this study, we examined the tracheal immune cell compositions and their dynamics in response to the scaffold implantation. METHODS: We used..."
40960129,Functionality of Pituitary Tumors Impacts Sinonasal Quality of Life Before and After Endoscopic Surgery.,"Wongworawut, Yossawee; Hwang, Peter H; Nayak, Jayakar V; Dodd, Robert; Fernandez-Miranda, Juan C et al.",The Laryngoscope,2025-Sep-17,,,,10.1002/lary.70116,OBJECTIVES: Local effects of pituitary hormones in the sinonasal region are not well characterized. We sought to examine sinonasal quality of life outcomes in functional and non-functional pituitary tumors after endoscopic skull base surgery. STUDY DESIGN: Retrospective Medical Record Review. METHODS: Three hundred four patients who received endoscopic resection of a pituitary tumor at a tertiary skull base center reviewed. This population was divided into non-functional and functional groups. S...
40960120,Is Ankyloglossia Correlated With Pediatric Sleep Disordered Breathing? A Systematic Review.,"Venugopal, Nainika; Neposlan, Josh; Bysice, Andrew; Khoury, Sami; Madou, Edward et al.",The Laryngoscope,2025-Sep-17,,,,10.1002/lary.70134,"OBJECTIVES: Sleep disordered breathing (SDB) affects 2%-11% of children, predisposing them to neurobehavioral and developmental consequences. Ankyloglossia has been proposed as a risk factor for SDB, and frenotomy as a treatment for SDB in children with ankyloglossia. With increasing ankyloglossia diagnoses, it is critical to evaluate the evidence for a linkage between SDB and ankyloglossia. DATA SOURCES: EMBASE, Web of Science, Medline, CINAHL, CCRCT, and SCOPUS were searched from inception to ..."
40956347,"Audio Highlights: August 22, 2025.",,JAMA,2025-Sep-16,334,11,e2418934,10.1001/jama.2024.18934,
40955969,Analysis of an Observational Versus Surgical Approach for Pediatric Post-Tonsillectomy Hemorrhage.,"Verhagen, Joshua; Nuttall, Elle; Floren, Samuel; Traverzo, Daniel; Kille, Tony",The Laryngoscope,2025-Sep-16,,,,10.1002/lary.70140,"OBJECTIVES: Post-tonsillectomy hemorrhage (PTH) is a common complication in pediatric patients, yet management strategies vary due to limited outcome data. Historically, all patients at our institution with postoperative bleeding or visible clot were taken to the OR. In 2018, a new protocol was introduced in which patients with a visible clot but no active bleeding were managed conservatively. This study evaluates the efficacy and revisit outcomes of this observational approach versus immediate ..."
40955863,"Predictive Efficacy of CAPE-V, pVHI, and CVA in Detecting Vocal Fold Pathology in Children.","Rossi, Nicholas A; Shen, Brenda; Puckett, Amy S; deSilva, Brad W; Wiet, Gregory J",The Laryngoscope,2025-Sep-16,,,,10.1002/lary.70132,"OBJECTIVES: To evaluate the diagnostic accuracy of the Consensus Auditory-Perceptual Evaluation of Voice (CAPE-V), Pediatric Voice Handicap Index (pVHI), and computer-assisted voice analysis (CVA) against flexible fiberoptic laryngoscopy in a pediatric cohort. METHODS: A retrospective cohort of 116 children (4-18 years) underwent same-day CAPE-V, pVHI, CVA (Visipitch), and flexible fiberoptic laryngoscopy at a tertiary pediatric voice clinic. Encounters were classified as dysphonia evaluation ve..."
40952866,Tracking County-Level Measles Cases in the US.,"Ahmadi, Farzin; Dong, Ensheng; Gardner, Lauren M",JAMA,2025-Sep-15,,,,10.1001/jama.2025.17812,
40952854,Error in Figure 4 and References.,,JAMA,2025-Sep-15,,,,10.1001/jama.2025.17752,
40952765,Developing New Therapies-Putting the Money Where the Need Is.,"MacKenzie, Ellen J; Berwick, Donald M; Helman, Alex M",JAMA,2025-Sep-15,,,,10.1001/jama.2025.15399,
40952748,Individualized Prediction of Platelet Transfusion Outcomes in Preterm Infants With Severe Thrombocytopenia.,"van der Staaij, Hilde; Prosepe, Ilaria; Caram-Deelder, Camila; Keogh, Ruth H; Deschmann, Emöke et al.",JAMA,2025-Sep-15,,,,10.1001/jama.2025.14194,"IMPORTANCE: Preterm infants with severe thrombocytopenia (platelet count <50 × 109/L) frequently receive platelet transfusions. However, it is unclear in what cases prophylactic transfusion truly reduces bleeding risk or whether it does more harm than good. OBJECTIVE: To develop and validate a dynamic prediction model for major bleeding or mortality if prophylactic platelet transfusion were or were not to be given to infants with severe thrombocytopenia. DESIGN, SETTING, AND PARTICIPANTS: The dy..."
40952747,Incorrect Units of Measure for Levothyroxine Dose in Figure 2.,,JAMA,2025-Sep-15,,,,10.1001/jama.2025.17740,
40952732,Medications for Resistant Hypertension.,"Xu, Qi; Gao, Yuwan; Zhang, Ou",JAMA,2025-Sep-15,,,,10.1001/jama.2025.12653,
40952730,Superficial Vein Thrombosis: A Review.,"Piazza, Gregory; Krishnathasan, Darsiya; Hamade, Nada; Ujueta, Francisco; Scimeca, Giovanni et al.",JAMA,2025-Sep-15,,,,10.1001/jama.2025.15222,"IMPORTANCE: Superficial vein thrombosis (SuVT) is characterized by thrombus in the superficial veins, typically in the lower or upper extremities, and has an estimated annual incidence of 64 to 131 per 100 000 person-years. Approximately 10% of patients with SuVT progress to deep vein thrombosis (DVT) or pulmonary embolism (PE). OBSERVATIONS: Endothelial injury (caused by infection or intravenous devices), venous stasis (such as from chronic venous insufficiency or prolonged immobility), and hyp..."
40952725,Personalized Platelet Transfusion Predictions for Neonates.,"Metcalf, Ryan A; Dhiman, Paula; Stanworth, Simon J",JAMA,2025-Sep-15,,,,10.1001/jama.2025.14389,
40952721,Medications for Resistant Hypertension-Reply.,"Brook, Robert D; Cohen, Jordana B; Rajagopalan, Sanjay",JAMA,2025-Sep-15,,,,10.1001/jama.2025.12656,
40952711,New Molecules and Indications for GLP-1 Medicines.,"Gonzalez-Rellan, Maria J; Drucker, Daniel J",JAMA,2025-Sep-15,,,,10.1001/jama.2025.14392,
40952065,Novel Biomolecule-Infused Gelatin Injectable for Treatment of Recurrent Laryngeal Nerve Injury.,"Tadikonda, Ananya; Anekal, Sunjay; Chen, Lena W; Sobczak, Gabriel; Wesson, Troy et al.",The Laryngoscope,2025-Sep-15,,,,10.1002/lary.32459,"OBJECTIVE: Unilateral vocal fold paralysis (UVFP) due to recurrent laryngeal nerve injury (RLN) is a major cause of voice disorders. We have recently identified three biomolecules (agrin, acetylcholine, and neuregulin) with the potential to promote reinnervation after RLN injury. This study aimed to determine if a gelatin injectable with the reinnervating biomolecules will induce site-specific amplification of neurotrophic factor release and reinnervation after RLN injury in unilateral vocal fol..."
40948451,Distinguishing Audiometric and Radiographic Features of Oval Window Atresia.,"Fallon, Keelin; Griffin, Amanda M; Robson, Caroline D; Remenschneider, Aaron K",The Laryngoscope,2025-Sep-15,,,,10.1002/lary.70133,"OBJECTIVES: Oval window atresia (OWA) is a rare otologic condition often associated with a maximal conductive hearing loss, and variable ossicular and facial nerve canal (FNC) anomalies, which have contributed to suboptimal middle ear surgical outcomes. No grading scheme exists to detail the spectrum of associated temporal bone anomalies in OWA; therefore, our objectives were to complete an audiometric and radiographic review to characterize audiometric patterns of hearing loss, and refine the c..."
40948443,Endoscopic Aryepiglottic Z-Plasty for Pediatric Post-Supraglottoplasty Supraglottic Stenosis.,"Ali, Ahmed; Do, Victor; Elfar, Annes; Digoy, G Paul",The Laryngoscope,2025-Sep-15,,,,10.1002/lary.70004,"Endoscopic aryepiglottic Z-plasty was used to successfully treat pediatric post-supraglottoplasty supraglottic stenosis in a 14-year-old patient, restoring airway patency while preserving mucosal tissue. This minimally invasive approach resulted in marked improvement in breathing and resolution of airway obstruction, with no evidence of restenosis at four-month follow up. The technique offers a promising, mucosa-sparing option for complex pediatric airway reconstruction."
40948436,Robotic Resection of Parapharyngeal Follicular Dendritic Cell Sarcoma With Castleman Disease.,"Huang, Lily; Patel, Aman M; Chao, Timothy; Carey, Ryan M",The Laryngoscope,2025-Sep-15,,,,10.1002/lary.70130,"Parapharyngeal follicular dendritic cell sarcoma (FDCS) is rare and may occur with Castleman disease. We describe the successful transoral robotic resection of a parapharyngeal FDCS associated with Castleman disease, highlighting the role of the robotic approach in achieving tissue diagnosis and definitive treatment."
40948322,Immune Cell Infiltration in Eosinophilic and Non-Eosinophilic Chronic Rhinosinusitis.,"Czerwaty, Katarzyna; Piszczatowska, Katarzyna; Szczepański, Mirosław J; Jermakow, Natalia; Ludwig, Nils et al.",International forum of allergy & rhinology,2025-Sep-15,,,,10.1002/alr.70033,
40944547,Balloon Dilation of the Eustachian Tube for Adults With Chronic Obstructive Eustachian Tube Dysfunction: A Meta-Analysis.,"Raj, Poonam; Karanth, Tulasi Kota; Poe, Dennis",The Laryngoscope,2025-Sep-13,,,,10.1002/lary.70131,"OBJECTIVE: Studies have shown balloon dilation of the Eustachian tube (BDET) to play a beneficial role in the treatment of obstructive Eustachian tube (ET) dysfunction in adults. This analysis was undertaken to clarify this role. DATA SOURCES: Cochrane Central Register of Controlled Trials, PubMed, Embase Ovid, ClinicalTrials.gov, WHO-ICTRP, EU Clinical Trials Register, and Google Scholar. REVIEW METHODS: This review analyzed randomized controlled trials published through 29 February 2024, updat..."
40944545,Maxillary Sinus Antrochoanal Polyp Recurrence Following Surgery in Adults: A Systematic Review.,"Oslin, Kimberly A; Wilson, Carl P; Craig, John R",The Laryngoscope,2025-Sep-13,,,,10.1002/lary.70125,"OBJECTIVE: Antrochoanal polyps (ACPs) are cystic non-neoplastic lesions that most commonly originate from the maxillary sinus and may extend posteriorly through the choana. Transnasal endoscopic removal is preferred for symptomatic ACPs. ACPs can recur after surgical removal, and while a 15% recurrence rate was published in a systematic review on pediatric ACPs, this has not been well-established in adults. The purpose of this systematic review was to determine the recurrence rate of maxillary s..."
40944544,In Reference to Transitional Foods and Their Effects on Swallowing Safety and Efficiency: An Exploratory Study.,"Mirzaie, Mohamad Sedigh; Abasi, Ali; Mohammadi, Alireza",The Laryngoscope,2025-Sep-13,,,,10.1002/lary.70124,
40944542,Medical Therapy Algorithm With Telehealth Reduces Procedures and Transfers for Peritonsillar Abscess.,"Spillinger, Aviv; Dimon, Erin; Schmidt, Anna; Gauger, Joshua; Kuttab, Hani I et al.",The Laryngoscope,2025-Sep-13,,,,10.1002/lary.70136,
40944537,Direct Vocal Fold Testosterone Injection for Treatment of Sulcus Vocalis: A Case Report.,"Voora, Rohith S; Tenggara, Michelle K; Schiedermayer, Benjamin; Vahabzadeh-Hagh, Andrew M",The Laryngoscope,2025-Sep-13,,,,10.1002/lary.70129,"This case report describes the use of targeted vocal fold testosterone injection as a novel, minimally invasive treatment for sulcus vocalis in a 28-year-old cisgender male with long-standing voice difficulties unresponsive to conventional therapies. He underwent two intramuscular testosterone injections into the thyroarytenoid muscle. Post-treatment, he demonstrated significant vocal improvements, including enhanced glottal competence, increased phonation time, and improved patient-reported out..."
40938612,GLP-1 Drugs Associated With Lower Overall Cancer Risk.,"Schneider, Lauren",JAMA,2025-Sep-12,,,,10.1001/jama.2025.13876,
40938609,Hearing Aids Might Curb Dementia Risk Associated With Hearing Loss.,"Schneider, Lauren",JAMA,2025-Sep-12,,,,10.1001/jama.2025.13875,
40938607,New Vaccination Guidance for Adults With Heart Disease.,"Schneider, Lauren",JAMA,2025-Sep-12,,,,10.1001/jama.2025.13873,
40938605,Vaginal Estrogen for Menopause May Be Safe After Stroke.,"Schneider, Lauren",JAMA,2025-Sep-12,,,,10.1001/jama.2025.13874,
40938604,"Ultraprocessed Foods and Cardiometabolic Health-New Report on a ""Growing Public Health Challenge"".","Anderer, Samantha",JAMA,2025-Sep-12,,,,10.1001/jama.2025.15322,
40938595,Human Screwworm Case Confirmed in US.,"Schneider, Lauren",JAMA,2025-Sep-12,,,,10.1001/jama.2025.13872,
40938594,The FDA's Overdue Crackdown on Misleading Pharmaceutical Advertisements.,"Makary, Martin A",JAMA,2025-Sep-12,,,,10.1001/jama.2025.18197,
40938593,"Survey: Many US Adults Unaware of HPV, Its Link to Cancer.","Schneider, Lauren",JAMA,2025-Sep-12,,,,10.1001/jama.2025.13871,
40938508,Beyond Quantification: Considerations for Immune Profiling in Chronic Rhinosinusitis Subtypes.,"Wu, Jinyu; Yu, Shiquan",International forum of allergy & rhinology,2025-Sep-12,,,,10.1002/alr.70034,
40937692,Cognitive Load Contributes to Perception of Vocal Effort in Adductor Laryngeal Dystonia Patients.,"Chang, Joseph; Lo, Christine H; Ovbiebo, Nede; Bernado, Jae; Meyer, Tanya K et al.",The Laryngoscope,2025-Sep-12,,,,10.1002/lary.70122,"OBJECTIVES: Vocal effort is a widely measured outcome in the treatment of laryngeal dystonia. Although it is known to be multifaceted with both physical and psychological contributors, the most frequently used vocal effort scales in laryngeal dystonia are limited to capturing its physical components. In this study, we hypothesized that the cognitive workload associated with speaking, assessed by the mental subscale of the NASA Task Load Index (NASA-TLX), would show positive correlations with the..."
40937496,Rare Case of Vallecular Hemangioma With Complete Regression in an Adult Patient.,"Agne, Guilherme Reimann; Bento, Gustavo Nunes; Belli, Marcelo; Rossi, Camila Batista; Lanzarin, Luciana Depiere et al.",The Laryngoscope,2025-Sep-12,,,,10.1002/lary.70128,"A rare case of spontaneous regression of a pedunculated vallecular hemangioma in a 55-year-old male is presented. Following an incisional biopsy, the lesion regressed completely within three weeks, confirmed by imaging and direct laryngoscopy. This case highlights an unusual clinical outcome and raises questions about the mechanisms underlying hemangioma regression in adults."
40937494,A Novel Mentoring Method Using Podcasting in Otolaryngology.,"Cabrera-Muffly, Cristina",The Laryngoscope,2025-Sep-12,,,,10.1002/lary.70127,"OBJECTIVES: To describe how podcasts can be used to provide career guidance to medical students and otolaryngology residents. To demonstrate success metrics for a mentorship-based otolaryngology podcast. STUDY TYPE: Observational. CATEGORY: Otolaryngology Status and Trends. METHODS: A podcast was developed and launched in 2019 by an otolaryngology academic faculty member. Each episode was assigned a theme, and a guest was invited to allow for an interview format. Audio files were recorded, edite..."
40937489,Enhancing Non-Technical Competencies in Otolaryngology Trainees With a Novel Leadership Curriculum.,"Erickson, Taylor S; Eltawil, Yasmin; Zhu, Agnes; Solomon, Isaac; Hunt-Newman, Laura et al.",The Laryngoscope,2025-Sep-12,,,,10.1002/lary.70121,"OBJECTIVES: Leadership skills are essential for physicians, yet surgical training often lacks structured education in leadership development. Otolaryngology-head and neck surgery (OHNS) residents frequently navigate multidisciplinary interactions, high-pressure decision-making, and complex team dynamics, highlighting the need for targeted leadership development. To address this gap, we developed and evaluated a needs-based leadership curriculum for OHNS residents. METHODS: Three sessions were of..."
40935728,Theoretical characterization of pure tone audiometry models.,"Ito, Ken","Auris, nasus, larynx",2025-Oct,52,5,615-629,10.1016/j.anl.2025.06.006,"OBJECTIVE: To describe the characteristics of the two representative models, Standard Masking Model and Extended Masking Model, which is superior to and including the former, based on the preceding Review Article on the models for pure tone audiometry. METHODS: Computer simulation of the models and numerical confirmation of the outputs. RESULTS: 1: propositions were evaluated by using Practical Judgement Method (PJM), covering a large number of combinations of parameters. 2: characteristics of 4..."
40932734,Barriers and Timely Postoperative Radiation Therapy in Head and Neck Cancer.,"Nguyen, Megan T; Kistner-Griffin, Emily; DeMass, Reid; Chera, Bhisham S; Halbert, Chanita Hughes et al.",JAMA otolaryngology-- head & neck surgery,2025-Sep-11,,,,10.1001/jamaoto.2025.2824,"IMPORTANCE: Initiation of postoperative radiation therapy (PORT) within 6 weeks of surgery is associated with improved outcomes among patients with head and neck squamous cell carcinoma. However, the relationship of barriers to care with timely PORT is unknown. OBJECTIVE: To categorize barriers to timely PORT, evaluate the association of barriers to care with initiation of timely PORT, and describe the primary reason for delay among patients without timely PORT. DESIGN, SETTING, AND PARTICIPANTS..."
40932732,Patient-Centered Approach to Assessing Voice Impairment.,"Willard, Elizabeth G; Carroll, Thomas L; Kim, Minjee; Stanlie, Ayako; Rosen, Clark A et al.",JAMA otolaryngology-- head & neck surgery,2025-Sep-11,,,,10.1001/jamaoto.2025.2691,"IMPORTANCE: The Voice Handicap Index-10 (VHI-10) is an established instrument with clear utility. However, national agencies are emphasizing the importance of patient-centered assessments beyond diagnostic test results. How patients view the VHI-10 and its items is not known. OBJECTIVE: To understand patients' perceptions of the VHI-10 items and to identify a potential subset of 6 items for use as a shorter patient-centered assessment. DESIGN, SETTING, AND PARTICIPANTS: This was a prospective ps..."
40932730,Queries and Comments Regarding the Costs and Benefits of Intraoperative Autofluorescence for Identifying Parathyroid.,"Krisnatrey, Prachi; Mishra, Anjali",JAMA otolaryngology-- head & neck surgery,2025-Sep-11,,,,10.1001/jamaoto.2025.3050,
40932726,Current and Future Medications for Obesity Treatment.,"Kushner, Robert F; Jastreboff, Ania M; Ryan, Donna H",JAMA,2025-Sep-11,,,,10.1001/jama.2025.13665,
40932712,Dexmedetomidine- or Clonidine-Based Sedation vs Propofol in Critically Ill Patients.,"Santos Neto, Nestor Cordeiro Dos",JAMA,2025-Sep-11,,,,10.1001/jama.2025.12647,
40932711,Dexmedetomidine- or Clonidine-Based Sedation vs Propofol in Critically Ill Patients-Reply.,"Walsh, Timothy S; Parker, Richard A; Weir, Christopher J",JAMA,2025-Sep-11,,,,10.1001/jama.2025.12650,
40932710,Medical Librarians.,,JAMA,2025-Sep-11,,,,10.1001/jama.2024.18949,
40932709,New Challenges to Combating Fraud and Abuse in Health Care.,"Howard, David H",JAMA,2025-Sep-11,,,,10.1001/jama.2025.14106,
40932708,Queries and Comments Regarding the Costs and Benefits of Intraoperative Autofluorescence for Identifying Parathyroid-Reply.,"Serrao-Brown, Hazel G; Papachristos, Alexander J; Sidhu, Stanley B",JAMA otolaryngology-- head & neck surgery,2025-Sep-11,,,,10.1001/jamaoto.2025.3053,
40932706,What Is Scabies?,"Roberts, Krista",JAMA,2025-Sep-11,,,,10.1001/jama.2025.13679,
40932705,When Biology Breaks the Rules.,"Triana, Austin J",JAMA,2025-Sep-11,,,,10.1001/jama.2025.14914,
40932704,Oral Lachnoanaerobaculum Levels and Survival in Patients With Head and Neck Cancer.,"Rühle, Alexander; Krausz, Máté; Monroy Ordonez, Elsa Beatriz; Heyer, Jannis; Thomsen, Andreas R et al.",JAMA otolaryngology-- head & neck surgery,2025-Sep-11,,,,10.1001/jamaoto.2025.2816,"IMPORTANCE: The oral microbiome plays a critical role in cancer treatment responses, yet its influence on outcomes in patients with head and neck squamous cell carcinoma (HNSCC) undergoing (chemo)radiotherapy remains poorly understood. Identifying specific microbiome signatures associated with treatment effectiveness could provide novel prognostic biomarkers and therapeutic targets. OBJECTIVE: To investigate the association between salivary Lachnoanaerobaculum spp abundance and treatment outcome..."
40932439,How Cystic Fibrosis Went From Fatal to Treatable.,"Abbasi, Jennifer",JAMA,2025-Sep-11,,,,10.1001/jama.2025.15328,
40932317,The Enigma of Protein Domains of Low-Sequence Complexity: 2025 Albert Lasker Basic Medical Research Award.,"McKnight, Steven L",JAMA,2025-Sep-11,,,,10.1001/jama.2025.14912,
40932315,Rewriting the Chapter on Cystic Fibrosis: The 2025 Lasker-DeBakey Clinical Medical Research Award.,"Welsh, Michael J",JAMA,2025-Sep-11,,,,10.1001/jama.2025.14913,
40932314,The FG Phase-A Biomolecular Condensate That Governs Transport Through Nuclear Pores: 2025 Albert Lasker Basic Medical Research Award.,"Görlich, Dirk",JAMA,2025-Sep-11,,,,10.1001/jama.2025.16179,
40932304,The Logic of Cellular Life: The 2025 Lasker~Koshland Special Achievement Award in Medical Science.,"Shapiro, Lucy",JAMA,2025-Sep-11,,,,10.1001/jama.2025.14910,
40930941,Clarifying sphenopalatine artery management in lateral recess CSF repair: Comment on Shimizu et al.,"Çelik, Cem; Bozkurt, Gülpembe; Zanoni, Mario Turri; Castelnuovo, Paolo","Auris, nasus, larynx",2025-Oct,52,5,630,10.1016/j.anl.2025.08.009,
40928934,CDC Chaos Spurs Demands for HHS Secretary Kennedy to Step Down.,"Rubin, Rita",JAMA,2025-Sep-10,,,,10.1001/jama.2025.17831,
40928805,Hypertension Medications and Health-Related Quality of Life.,"Gao, Ming; Cao, Tengfei; Wu, Qian",JAMA,2025-Sep-10,,,,10.1001/jama.2025.12228,
40928804,Leveraging Novel Alternative Payment Models to Promote Evidence-Based Behavioral Health Care.,"Huang, Jack J; McNutt, Clare; Carlo, Andrew D; Busch, Alisa B",JAMA,2025-Sep-10,,,,10.1001/jama.2025.14150,
40928800,Viral Infections Related to Injection Drug Use.,"Borelli, Cara",JAMA,2025-Sep-10,,,,10.1001/jama.2025.14271,
40928795,Hypertension Medications and Health-Related Quality of Life-Reply.,"Lee, Chan Joo; Kim, Dae-Hee; Park, Sungha",JAMA,2025-Sep-10,,,,10.1001/jama.2025.12231,
40928788,Biparametric vs Multiparametric MRI for Prostate Cancer Diagnosis: The PRIME Diagnostic Clinical Trial.,"Ng, Alexander B C D; Asif, Aqua; Agarwal, Ridhi; Panebianco, Valeria; Girometti, Rossano et al.",JAMA,2025-Sep-10,,,,10.1001/jama.2025.13722,"IMPORTANCE: Multiparametric magnetic resonance imaging (MRI), with or without prostate biopsy, has become the standard of care for diagnosing clinically significant prostate cancer. Resource capacity limits widespread adoption. Biparametric MRI, which omits the gadolinium contrast sequence, is a shorter and cheaper alternative offering time-saving capacity gains for health systems globally. OBJECTIVE: To assess whether biparametric MRI is noninferior to multiparametric MRI for diagnosis of clini..."
40928773,Biparametric Prostate MRI Is Safe and Effective if Image Quality Is Excellent.,"Davenport, Matthew S; Pockros, Benjamin M; Morgan, Todd M",JAMA,2025-Sep-10,,,,10.1001/jama.2025.13914,
40928771,Viral Infections Associated With Injection Drug Use.,"Assoumou, Sabrina A; Alexander, Raegan N; Miller, Sarah E",JAMA,2025-Sep-10,,,,10.1001/jama.2025.13287,
40928456,Assessing the need for bed rest after anterior skull base reconstruction: insights from a multicentre retrospective observational study.,"Yan, X; Wang, L; Liu, J; Zhang, H; Wei, W et al.",Rhinology,2025-Sep-10,,,,10.4193/Rhin25.123,"Skull base reconstruction is a critical component of endoscopic endonasal skull base surgery (EESBS). Bed rest remains an indispensable element of post-operative care, which should be carefully considered for reducing the risk of cerebrospinal fluid (CSF) leaks and enhancing surgical outcomes (1, 2). However, the necessity of bed rest continues to be controversial as indicated by the expert consensus on perioperative management of skull base reconstruction, due to a lack of high-quality evidence..."
40927953,Indication for biologics in a real-world cohort of dupilumab treated chronic rhinosinusitis with nasal polyps patients according to international recommendations: evidence from the European CRS Outcome Registry (CHRINOSOR).,"Mortuaire, G; Seys, S F; de Kinderen, J; Bettio, G; Cavaliere, C et al.",Rhinology,2025-Sep-10,,,,10.4193/Rhin25.157,BACKGROUND: Criteria for biologic treatment of uncontrolled severe chronic rhinosinusitis with nasal polyps (CRSwNP) differ across international recommendations and prescription of biologics depends on national reimbursement criteria. CHRINOSOR offers an opportunity to analyse biologic indications in the real-world setting according to international recommendations. METHODS: CRSwNP patients who received dupilumab treatment in the ENT clinic of 6 tertiary centres (5 countries) were included. Base...
40926452,Retrospective study about suppression of new sensitization to cedar pollen in children who have undergone sublingual immunotherapy for house dust mites.,"Nagai, Yuko; Obata, Sho; Kawashima, Kayoko; Kawabe, Takanari; Hanada, Yukiko et al.","Auris, nasus, larynx",2025-Oct,52,5,610-614,10.1016/j.anl.2025.08.002,"OBJECTIVE: To investigate whether sublingual immunotherapy (SLIT) with house dust mite (HDM) extract suppresses new sensitization to Japanese cedar pollen(JCP) in children with HDM-positive allergic rhinitis. METHODS: This retrospective study was conducted at our center and included pediatric patients aged 5-15 years who visited between January 2018 and December 2020. Eligible patients tested positive for HDM-specific immunoglobulin E (IgE), negative for JCP-specific IgE, and had no history of S..."
40925776,"Authors' reply to: ""Comment on the article by Dr. Cem Çelik: Endoscopic transpterygoid repair of sphenoid sinus meningocele: A comprehensive case report and literature review"".","Shimizu, Aiko; Makihara, Seiichiro","Auris, nasus, larynx",2025-Oct,52,5,631,10.1016/j.anl.2025.08.011,
40924058,"Audio Highlights: August 15, 2025.",,JAMA,2025-Sep-09,334,10,e2418927,10.1001/jama.2024.18927,
40923666,Free Gracilis Muscle Transfer in the Nerve-Depleted Patient: Reconsidering the Deep Temporal Nerve.,"Rist, Tyler M; Sullivan, Christopher Blake; Drake, Virginia; Miller, Matthew Q",The Laryngoscope,2025-Sep-09,,,,10.1002/lary.70123,The choice of a donor nerve to innervate a free gracilis muscle transfer (FMGT) is more complicated in patients with a history of previous facial paralysis surgeries. This case report describes the use of the deep temporal nerve to successfully power a FMGT in a nerve-depleted patient.
40923621,A Nomogram Model to Predict Meningitis Occurrence in Cerebrospinal Fluid Leak Patients.,"Tang, Ru; Mao, Song; Gu, Yuelong; Zhang, Weitian",The Laryngoscope,2025-Sep-09,,,,10.1002/lary.70094,"BACKGROUND: Meningitis following cerebrospinal fluid (CSF) leak is associated with substantial morbidity and mortality. Current strategies for prevention, therapeutic options, and surgical timing lack consensus due to insufficient risk stratification tools. This study aimed to identify meningitis risk determinants and develop a predictive model to facilitate early detection in CSF leak patients. METHOD: One hundred seventy-nine patients with CSF leaks were randomly divided into training and vali..."
40923568,Considerations for Cervical Rhytidectomy in Patients With Hypoglossal Nerve Stimulation Devices.,"Rosen, Sarah P; Buckingham, Hannah; Blackwell, Kelli; Frey, Hudson; Buckingham, Edward D",The Laryngoscope,2025-Sep-09,,,,10.1002/lary.70115,Hypoglossal nerve stimulation (HNS) device placement for moderate to severe obstructive sleep apnea has been growing in popularity. The incidence of patients requesting cervical rhytidectomy following implant placement is likely to increase proportionally to the incidence of device placement. This case report describes the preoperative and introperative considerations and details of successful rhytidectomy with platysmaplasty surgery with previous HNS device placement.
